 , , , 
강남구,9,1,11.1
강동구,7,1,14.3
강북구,6,0,0
강서구,6,0,0
관악구,3,0,0
광진구,10,2,20
구로구,19,0,0
금천구,4,0,0
노원구,28,0,0
도봉구,6,0,0
동대문구,7,0,0
동작구,15,0,0
마포구,9,0,0
서대문구,8,0,0
서초구,6,6,100
성동구,12,0,0
성북구,12,0,0
송파구,18,0,0
양천구,5,0,0
영등포구,13,13,100
용산구,7,1,14.3
은평구,12,0,0
종로구,6,0,0
중구,9,9,100
중랑구,5,0,0
