 , , , 
강남구,3,3,100
강동구,7,7,100
강북구,1,1,100
강서구,1,1,100
관악구,3,2,66.7
광진구,3,3,100
금천구,1,1,100
노원구,10,10,100
도봉구,1,1,100
동대문구,8,8,100
동작구,10,1,10
마포구,1,1,100
서대문구,2,2,100
서초구,2,2,100
성동구,1,1,100
성북구,1,0,0
송파구,3,3,100
양천구,6,1,16.7
영등포구,6,6,100
용산구,1,1,100
은평구,1,0,0
종로구,2,2,100
중구,2,1,50
중랑구,11,11,100
