,,,
강남구,186,69,37.1
강동구,234,87,37.2
강북구,120,59,49.2
강서구,307,92,30
관악구,189,86,45.5
광진구,149,58,38.9
구로구,264,100,37.9
금천구,133,60,45.1
노원구,315,107,34
도봉구,165,64,38.8
동대문구,192,85,44.3
동작구,180,83,46.1
마포구,188,88,46.8
서대문구,133,63,47.4
서초구,169,90,53.3
성동구,161,89,55.3
성북구,208,89,42.8
송파구,333,110,33
양천구,242,95,39.3
영등포구,229,90,39.3
용산구,105,38,36.2
은평구,207,90,43.5
종로구,73,34,46.6
중구,68,27,39.7
중랑구,201,80,39.8
